"~id","~label","name:String"
"14b41112-6189-4894-9b61-c45d6b98e3ff","actor","Dennis Price"
"0eeeb270-09dd-4d86-b90a-f7c181e32298","actor","Celia Johnson"
"b97e54b1-994b-40a2-916e-20169fd40b92","actor","Gene Tierney"
"b494e316-65b6-40ca-8944-483d1a4539f3","actor","Myrna Loy"
"1290eb78-512e-428c-a2b4-b56d48ec58e7","actor","Marcel Dalio"
"5fca45dc-abf1-4258-9dd6-5064799b9b5e","actor","William Powell"
"9ba08a83-72a2-4330-bd76-026a9d1dd804","actor","Lew Ayres"
"a356c48b-8a48-456f-8b8a-3836ba72dd40","actor","Aleksandr Antonov"
"4ed03288-f74a-4fba-beb3-22b50dc6489d","actor","Lily Franky"
"5ec3d430-8114-429b-87f7-1b9802470008","actor","Adam Driver"
"7ca4208a-c033-40ce-bea0-5ddcc415f414","actor","Armie Hammer"
"a761b988-71ee-4013-9bfb-d718ad4df357","actor","Bryan Cranston"
"caac1337-30dc-47c1-8f31-18b2feccebce","actor","Ferdia Walsh-Peelo"
"be934c59-6da3-46d5-b9b9-853a753c5d77","actor","Chris Hemsworth"
"94799878-eba6-4b7a-999d-1e14294181bd","actor","Roman Griffin Davis"
"2f0e88e0-7646-4082-87b8-abe6af4e89a4","actor","Amy Adams"
"caab4cc5-ecd0-431c-b569-bd6e4944a414","actor","Daisy Ridley"
